date,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
1968-10-01,0.0147,0.0054,0.0232,0.0011,-0.0066,0.0003,0.0256,0.0231,-0.0028000000000000004,0.025,0.019299999999999998,0.0089,-0.0055000000000000005,-0.012,-0.002
1968-11-01,0.0493,0.0625,0.041299999999999996,0.054900000000000004,0.0786,0.059000000000000004,0.042199999999999994,0.0643,0.0616,0.0294,0.0674,0.0378,0.0695,0.06480000000000001,0.0901
1968-12-01,-0.020499999999999997,-0.0475,-0.0325,-0.038900000000000004,-0.0302,-0.023700000000000002,-0.0182,-0.0535,-0.0446,-0.0369,-0.0231,-0.026099999999999998,-0.049400000000000006,-0.026600000000000002,-0.0331
1969-01-01,-0.009899999999999999,-0.009300000000000001,-0.0127,-0.0024,-0.0341,-0.0116,-0.0085,0.0089,-0.018000000000000002,-0.006500000000000001,-0.0256,0.004699999999999999,-0.0083,-0.0305,-0.037000000000000005
1969-02-01,-0.0661,-0.0363,-0.044500000000000005,-0.0567,-0.071,-0.0645,-0.0672,-0.0466,-0.0313,-0.037200000000000004,-0.06,-0.056799999999999996,-0.056600000000000004,-0.0506,-0.08779999999999999
1969-03-01,0.0432,0.0408,0.044500000000000005,0.0333,0.0182,0.0339,0.050199999999999995,0.013300000000000001,0.054000000000000006,0.0559,0.02,0.046900000000000004,0.0218,0.011000000000000001,0.024399999999999998
1969-04-01,0.008,0.0335,0.008199999999999999,0.028399999999999998,0.03,0.0124,0.0048,0.0518,0.025099999999999997,0.0076,0.0095,0.0215,0.0344,0.0387,0.0226
1969-05-01,-0.0036,0.0101,0.0124,0.0038,-0.0182,-0.0022,-0.004699999999999999,0.016,0.0073,0.0109,0.0158,0.0036,0.004,-0.018000000000000002,-0.0183
1969-06-01,-0.09029999999999999,-0.0397,-0.078,-0.0553,-0.0788,-0.0781,-0.0993,-0.06,-0.03,-0.0759,-0.08259999999999999,-0.0546,-0.0559,-0.06280000000000001,-0.0926
1969-07-01,-0.061799999999999994,-0.067,-0.0524,-0.07690000000000001,-0.0901,-0.0782,-0.0565,-0.0767,-0.0617,-0.0653,-0.030899999999999997,-0.0781,-0.0753,-0.0795,-0.09820000000000001
1969-08-01,0.0674,0.0487,0.0481,0.0424,0.0864,0.0849,0.061900000000000004,0.044199999999999996,0.0512,0.045,0.053,0.043899999999999995,0.0405,0.0802,0.09119999999999999
1969-09-01,-0.0146,-0.0437,-0.016399999999999998,0.0006,-0.0209,-0.0253,-0.011200000000000002,-0.0239,-0.0545,-0.0187,-0.0127,-0.0019,0.0039000000000000003,-0.0239,-0.018500000000000003
1969-10-01,0.0576,0.039,0.047400000000000005,0.0621,0.0872,0.061799999999999994,0.0562,0.0529,0.031200000000000002,0.030299999999999997,0.0745,0.060599999999999994,0.0641,0.07919999999999999,0.0934
1969-11-01,-0.0287,-0.0233,-0.0316,-0.026099999999999998,-0.0394,-0.0417,-0.0245,-0.0311,-0.0189,-0.031200000000000002,-0.0321,-0.0286,-0.0229,-0.0246,-0.0508
1969-12-01,-0.013500000000000002,-0.0159,-0.0181,-0.0184,-0.036699999999999997,-0.0327,-0.0074,-0.028399999999999998,-0.0088,-0.0194,-0.016200000000000003,-0.011699999999999999,-0.027000000000000003,-0.0212,-0.0489
1970-01-01,-0.0834,-0.0746,-0.079,-0.0812,-0.07139999999999999,-0.1143,-0.07400000000000001,-0.0724,-0.0759,-0.0924,-0.0588,-0.0795,-0.0834,-0.059500000000000004,-0.081
1970-02-01,0.0452,0.067,0.059500000000000004,0.0431,0.0378,0.0691,0.0382,0.0639,0.0687,0.0556,0.06509999999999999,0.0653,0.013600000000000001,0.028900000000000002,0.0452
1970-03-01,-0.0147,-0.005,0.0097,-0.008100000000000001,-0.0191,-0.0254,-0.011399999999999999,-0.0063,-0.0043,0.022099999999999998,-0.008100000000000001,-0.0039000000000000003,-0.013999999999999999,-0.016399999999999998,-0.0212
1970-04-01,-0.1306,-0.0764,-0.0814,-0.11599999999999999,-0.1616,-0.1377,-0.1285,-0.0712,-0.07919999999999999,-0.0827,-0.0796,-0.1131,-0.1201,-0.1595,-0.1634
1970-05-01,-0.077,-0.0479,-0.0478,-0.07769999999999999,-0.09609999999999999,-0.10289999999999999,-0.0693,-0.0521,-0.045599999999999995,-0.042800000000000005,-0.0553,-0.07139999999999999,-0.0867,-0.0886,-0.1024
1970-06-01,-0.0719,-0.042699999999999995,-0.036000000000000004,-0.059000000000000004,-0.0741,-0.0675,-0.0732,-0.0265,-0.0518,-0.0258,-0.051,-0.0444,-0.08,-0.0851,-0.0647
1970-07-01,0.0756,0.091,0.0803,0.047,0.0385,0.08449999999999999,0.068,0.0998,0.0801,0.09820000000000001,0.0647,0.045700000000000005,0.051500000000000004,0.018500000000000003,0.0661
1970-08-01,0.0479,0.045899999999999996,0.0495,0.0471,0.08289999999999999,0.0391,0.0557,0.0429,0.0496,0.047400000000000005,0.0513,0.0463,0.049699999999999994,0.0723,0.0966
1970-09-01,0.0659,0.0177,0.0383,0.08070000000000001,0.1061,0.0901,0.0451,0.020499999999999997,0.014199999999999999,0.027000000000000003,0.0484,0.0849,0.0669,0.1018,0.1115
1970-10-01,-0.0149,-0.0075,-0.0146,-0.015300000000000001,-0.0433,-0.0236,-0.0070999999999999995,-0.0022,-0.013999999999999999,-0.0204,-0.0096,-0.009000000000000001,-0.0363,-0.0323,-0.057300000000000004
1970-11-01,0.037200000000000004,0.059500000000000004,0.0394,0.05,0.0353,0.0369,0.0374,0.056299999999999996,0.0636,0.0453,0.034300000000000004,0.0492,0.0526,0.0434,0.024700000000000003
1970-12-01,0.0676,0.057300000000000004,0.0784,0.0499,0.0625,0.0729,0.06280000000000001,0.050300000000000004,0.066,0.0848,0.0728,0.0401,0.0834,0.0751,0.045899999999999996
1971-01-01,0.0851,0.0282,0.0559,0.0552,0.0808,0.0768,0.0925,0.0326,0.0227,0.0666,0.0466,0.0535,0.0608,0.0709,0.0942
1971-02-01,0.039,0.0095,0.0265,0.020099999999999996,0.026099999999999998,0.0479,0.0311,0.008199999999999999,0.0111,0.0204,0.0319,0.0174,0.028900000000000002,0.0239,0.0291
1971-03-01,0.0512,0.0326,0.042199999999999994,0.0558,0.062,0.0541,0.048600000000000004,0.0313,0.0342,0.028300000000000002,0.054400000000000004,0.061500000000000006,0.037599999999999995,0.063,0.0608
1971-04-01,0.0512,0.0374,0.0449,0.035,0.0579,0.0629,0.0406,0.0349,0.0406,0.0546,0.0366,0.028399999999999998,0.056799999999999996,0.0581,0.0576
1971-05-01,-0.0381,-0.0384,-0.0233,-0.045700000000000005,-0.032400000000000005,-0.0294,-0.046,-0.0436,-0.032,-0.0246,-0.022099999999999998,-0.047,-0.0414,-0.0288,-0.0371
1971-06-01,-0.0038,-0.0004,0.014499999999999999,-0.0063,0.0034000000000000002,-0.0024,-0.005,0.0102,-0.013300000000000001,0.0027,0.0248,-0.0078000000000000005,-0.0013,0.0134,-0.0098
1971-07-01,-0.0559,-0.0451,-0.0278,-0.0552,-0.0501,-0.0658,-0.0495,-0.0533,-0.03,-0.0308,-0.024399999999999998,-0.0546,-0.0565,-0.040999999999999995,-0.0596
1971-08-01,0.0547,0.0335,0.0452,0.0725,0.0506,0.0593,0.051699999999999996,0.012,0.0717,0.0378,0.0535,0.0786,0.0601,0.049800000000000004,0.051500000000000004
1971-09-01,-0.0062,-0.0054,-0.0003,-0.0125,0.0043,-0.0053,-0.0067,0.0007000000000000001,-0.0158,0.0069,-0.0083,-0.0077,-0.022400000000000003,0.012,-0.0038
1971-10-01,-0.0626,-0.0344,-0.042199999999999994,-0.052000000000000005,-0.0555,-0.0605,-0.064,-0.022799999999999997,-0.0542,-0.0431,-0.041100000000000005,-0.04650000000000001,-0.0635,-0.0425,-0.0694
1971-11-01,-0.0075,0.0005,0.0034999999999999996,0.0045000000000000005,-0.0079,-0.0060999999999999995,-0.0083,0.0015,-0.0013,0.0076,-0.0011,0.013600000000000001,-0.0148,0.0023,-0.0192
1971-12-01,0.10550000000000001,0.0843,0.09369999999999999,0.0969,0.1018,0.1185,0.0971,0.0883,0.07719999999999999,0.0913,0.09630000000000001,0.086,0.1208,0.0967,0.10769999999999999
1972-01-01,0.0412,0.0287,0.019799999999999998,0.0253,0.0467,0.0447,0.038900000000000004,0.0408,0.006999999999999999,0.026000000000000002,0.0129,0.0183,0.039900000000000005,0.035699999999999996,0.0591
1972-02-01,0.0451,0.0151,0.0508,0.0405,0.043,0.0252,0.0584,0.013300000000000001,0.018600000000000002,0.0472,0.055,0.0412,0.038900000000000004,0.0575,0.0271
1972-03-01,-0.013300000000000001,0.0076,0.0098,0.0132,0.0073,-0.0302,-0.0023,0.0034999999999999996,0.0151,0.0102,0.009300000000000001,0.015300000000000001,0.0087,0.0154,-0.0018
1972-04-01,0.0044,0.0024,0.0037,0.0176,0.0168,0.0121,-0.0004,0.0067,-0.0055000000000000005,-0.0004,0.0083,0.0231,0.0060999999999999995,0.0141,0.019799999999999998
